seconds,roof,tank,inlet,solar,backup
10759,7,54,17,0,0
10769,7,54,17,0,0
10779,7,54,17,0,0
10789,7,54,17,0,0
10799,7,54,17,0,0
10809,7,54,17,0,0
10819,7,54,17,0,0
10829,7,54,17,0,0
10839,7,54,17,0,0
10849,7,54,17,0,0
10859,7,54,17,0,0
10869,7,54,17,0,0
10879,7,54,17,0,0
10889,7,54,17,0,0
10899,7,54,17,0,0
10909,7,54,17,0,0
10919,7,54,17,0,0
10929,7,54,17,0,0
10939,7,54,17,0,0
10949,7,54,17,0,0
10959,7,54,17,0,0
10969,7,54,17,0,0
10979,7,54,17,0,0
10989,7,54,17,0,0
10999,7,54,17,0,0
11009,7,54,17,0,0
11019,7,54,17,0,0
11029,7,54,17,0,0
11039,7,54,17,0,0
11049,7,54,17,0,0
11059,7,54,17,0,0
11069,7,54,17,0,0
11079,7,54,17,0,0
11089,7,54,17,0,0
11099,7,54,17,0,0
11109,7,54,17,0,0
11119,7,54,17,0,0
11129,7,54,17,0,0
11139,7,54,17,0,0
11149,7,54,17,0,0
11159,7,54,17,0,0
11169,7,54,17,0,0
11179,7,54,17,0,0
11189,7,54,17,0,0
11199,7,54,17,0,0
11209,7,54,17,0,0
11219,7,54,17,0,0
11229,7,54,17,0,0
11239,7,54,17,0,0
11249,7,54,17,0,0
11259,7,54,17,0,0
11269,7,54,17,0,0
11279,7,54,17,0,0
11289,7,54,17,0,0
11299,7,54,17,0,0
11309,7,54,17,0,0
11319,7,54,17,0,0
11329,7,54,17,0,0
11339,7,54,17,0,0
11349,7,54,17,0,0
11359,7,54,17,0,0
11369,7,54,17,0,0
11379,7,54,17,0,0
11389,7,54,17,0,0
11399,7,54,17,0,0
11409,7,54,17,0,0
11419,7,54,17,0,0
11429,7,54,17,0,0
11439,7,54,17,0,0
11449,7,54,17,0,0
11459,7,54,17,0,0
11469,7,54,17,0,0
11479,7,54,17,0,0
11489,7,54,17,0,0
11499,7,54,17,0,0
11509,7,54,17,0,0
11519,7,54,17,0,0
11529,7,54,17,0,0
11539,7,54,17,0,0
11549,7,54,17,0,0
11559,7,54,17,0,0
11569,7,54,17,0,0
11579,7,54,17,0,0
11589,7,54,17,0,0
11599,7,54,17,0,0
11609,7,54,17,0,0
11619,7,54,17,0,0
11629,7,54,17,0,0
11639,7,54,17,0,0
11649,7,54,17,0,0
11659,7,54,17,0,0
11669,7,54,17,0,0
11679,7,54,17,0,0
11689,7,54,17,0,0
11699,7,54,17,0,0
11709,7,54,17,0,0
11719,7,54,17,0,0
11729,7,54,17,0,0
11739,7,54,17,0,0
11749,7,54,17,0,0
11759,7,54,17,0,0
11769,7,54,17,0,0
11779,7,54,17,0,0
11789,7,54,17,0,0
11799,7,54,17,0,0
11809,7,54,17,0,0
11819,7,54,17,0,0
11829,7,54,17,0,0
11839,7,54,17,0,0
11849,7,54,17,0,0
11859,7,54,17,0,0
11869,7,54,17,0,0
11879,7,54,17,0,0
11889,7,54,17,0,0
11899,7,54,17,0,0
11909,7,54,17,0,0
11919,7,54,17,0,0
11929,7,54,17,0,0
11939,7,54,17,0,0
11949,7,54,17,0,0
11959,7,54,17,0,0
11969,7,54,17,0,0
11979,7,54,17,0,0
11989,7,54,17,0,0
11999,7,54,17,0,0
12009,7,54,17,0,0
12019,7,54,17,0,0
12029,7,54,17,0,0
12039,7,54,17,0,0
12049,7,54,17,0,0
12059,7,54,17,0,0
12069,7,54,17,0,0
12079,7,54,17,0,0
12089,7,54,17,0,0
12099,7,54,17,0,0
12109,7,54,17,0,0
12119,7,54,17,0,0
12129,7,54,17,0,0
12139,7,54,17,0,0
12149,7,54,17,0,0
12159,7,54,17,0,0
12169,7,54,17,0,0
12179,7,54,17,0,0
12189,7,54,17,0,0
12199,7,54,17,0,0
12209,7,54,17,0,0
12219,7,54,17,0,0
12229,7,54,17,0,0
12239,7,54,17,0,0
12249,7,54,17,0,0
12259,7,54,17,0,0
12269,7,54,17,0,0
12279,7,54,17,0,0
12289,7,54,17,0,0
12299,7,54,17,0,0
12309,7,54,17,0,0
12319,7,54,17,0,0
12329,7,54,17,0,0
12339,7,54,17,0,0
12349,7,54,17,0,0
12359,7,54,17,0,0
12369,7,54,17,0,0
12379,7,54,17,0,0
12389,7,54,17,0,0
12399,7,54,17,0,0
12409,7,54,17,0,0
12419,7,54,17,0,0
12429,7,54,17,0,0
12439,7,54,17,0,0
12449,7,54,17,0,0
12459,7,54,17,0,0
12469,7,54,17,0,0
12479,7,54,17,0,0
12489,7,54,17,0,0
12499,7,54,17,0,0
12509,7,54,17,0,0
12519,7,54,17,0,0
12529,7,54,17,0,0
12539,7,54,17,0,0
12549,7,54,17,0,0
12559,7,54,17,0,0
12569,7,54,17,0,0
12579,7,54,17,0,0
12589,7,54,17,0,0
12599,7,54,17,0,0
12609,7,54,17,0,0
12619,7,54,17,0,0
12629,7,54,17,0,0
12639,7,54,17,0,0
12649,7,54,17,0,0
12659,7,54,17,0,0
12669,7,54,17,0,0
12679,7,54,17,0,0
12689,7,54,17,0,0
12699,7,54,17,0,0
12709,7,54,17,0,0
12719,7,54,17,0,0
12729,7,54,17,0,0
12739,7,54,17,0,0
12749,7,54,17,0,0
12759,7,54,17,0,0
12769,7,54,17,0,0
12779,7,54,17,0,0
12789,7,54,17,0,0
12799,7,54,17,0,0
12809,7,54,17,0,0
12819,7,54,17,0,0
12829,7,54,17,0,0
12839,7,54,17,0,0
12849,7,54,17,0,0
12859,7,54,17,0,0
12869,7,54,17,0,0
12879,7,54,17,0,0
12889,7,54,17,0,0
12899,7,54,17,0,0
12909,7,54,17,0,0
12919,7,54,17,0,0
12929,7,54,17,0,0
12939,7,54,17,0,0
12949,7,54,17,0,0
12959,7,54,17,0,0
12969,7,54,17,0,0
12979,7,54,17,0,0
12989,7,54,17,0,0
12999,7,54,17,0,0
13009,7,54,17,0,0
13019,7,54,17,0,0
13029,7,54,17,0,0
13039,7,54,17,0,0
13049,7,54,17,0,0
13059,7,54,17,0,0
13069,7,54,17,0,0
13079,7,54,17,0,0
13089,7,54,17,0,0
13099,7,54,17,0,0
13109,7,54,17,0,0
13119,7,54,17,0,0
13129,7,54,17,0,0
13139,7,54,17,0,0
13149,7,54,17,0,0
13159,7,54,17,0,0
13169,7,54,17,0,0
13179,7,54,17,0,0
13189,7,54,17,0,0
13199,7,54,17,0,0
13209,7,54,17,0,0
13219,7,54,17,0,0
13229,7,54,17,0,0
13239,7,54,17,0,0
13249,7,54,17,0,0
13259,7,54,17,0,0
13269,7,54,17,0,0
13279,7,54,17,0,0
13289,7,54,17,0,0
13299,7,54,17,0,0
13309,7,54,17,0,0
13319,7,54,17,0,0
13329,7,54,17,0,0
13339,7,54,17,0,0
13349,7,54,17,0,0
13359,7,54,17,0,0
13369,7,54,17,0,0
13379,7,54,17,0,0
13389,7,54,17,0,0
13399,7,54,17,0,0
13409,7,54,17,0,0
13419,7,54,17,0,0
13429,7,54,17,0,0
13439,7,54,17,0,0
13449,7,54,17,0,0
13459,7,54,17,0,0
13469,7,54,17,0,0
13479,7,54,17,0,0
13489,7,54,17,0,0
13499,7,54,17,0,0
13509,7,54,17,0,0
13519,7,54,17,0,0
13529,7,54,17,0,0
13539,7,54,17,0,0
13549,7,54,17,0,0
13559,7,54,17,0,0
13569,7,54,17,0,0
13579,7,54,17,0,0
13589,7,54,17,0,0
13599,7,54,17,0,0
13609,7,54,17,0,0
13619,7,54,17,0,0
13629,7,54,17,0,0
13639,7,54,17,0,0
13649,7,54,17,0,0
13659,7,54,17,0,0
13669,7,54,17,0,0
13679,7,54,17,0,0
13689,7,54,17,0,0
13699,7,54,17,0,0
13709,7,54,17,0,0
13719,7,54,17,0,0
13729,7,54,17,0,0
13739,7,54,17,0,0
13749,7,54,17,0,0
13759,7,54,17,0,0
13769,7,54,17,0,0
13779,7,54,17,0,0
13789,7,54,17,0,0
13799,7,54,17,0,0
13809,7,54,17,0,0
13819,7,54,17,0,0
13829,7,54,17,0,0
13839,7,54,17,0,0
13849,7,54,17,0,0
13859,7,54,17,0,0
13869,7,54,17,0,0
13879,7,54,17,0,0
13889,7,54,17,0,0
13899,7,54,17,0,0
13909,7,54,17,0,0
13919,7,54,17,0,0
13929,7,54,17,0,0
13939,7,54,17,0,0
13949,7,54,17,0,0
13959,7,54,17,0,0
13969,7,54,17,0,0
13979,7,54,17,0,0
13989,7,54,17,0,0
13999,7,54,17,0,0
14009,7,54,17,0,0
14019,7,54,17,0,0
14029,7,54,17,0,0
14039,7,54,17,0,0
14049,7,54,17,0,0
14059,7,54,17,0,0
14069,7,54,17,0,0
14079,7,54,17,0,0
14089,7,54,17,0,0
14099,7,54,17,0,0
14109,7,54,17,0,0
14119,7,54,17,0,0
14129,7,54,17,0,0
14139,7,54,17,0,0
14149,7,54,17,0,0
14159,7,54,17,0,0
14169,7,54,17,0,0
14179,7,54,17,0,0
14189,7,54,17,0,0
14199,7,54,17,0,0
14209,7,54,17,0,0
14219,7,54,17,0,0
14229,7,54,17,0,0
14239,7,54,17,0,0
14249,7,54,17,0,0
14259,7,54,17,0,0
14269,7,54,17,0,0
14279,7,54,17,0,0
14289,7,54,17,0,0
14299,6,54,17,0,0
14309,7,54,17,0,0
14319,7,54,17,0,0
14329,6,54,17,0,0
14339,6,54,17,0,0
14349,6,54,17,0,0
14359,7,54,17,0,0
14369,7,54,17,0,0
14379,7,54,17,0,0
14389,6,54,17,0,0
14399,6,54,17,0,0
14409,7,54,17,0,0
14419,7,54,17,0,0
14429,6,54,17,0,0
14439,6,54,17,0,0
14449,6,54,17,0,0
14459,6,54,17,0,0
14469,6,54,17,0,0
14479,6,54,17,0,0
14489,6,54,17,0,0
14499,6,54,17,0,0
14509,6,54,17,0,0
14519,6,54,17,0,0
14529,6,54,17,0,0
14539,6,54,17,0,0
14549,6,54,17,0,0
14559,6,54,17,0,0
14569,6,54,17,0,0
14579,6,54,17,0,0
14589,6,54,17,0,0
14599,6,54,17,0,0
14609,6,54,17,0,0
14619,6,54,17,0,0
14629,6,54,17,0,0
14639,6,54,17,0,0
14649,6,54,17,0,0
14659,6,54,17,0,0
14669,6,54,17,0,0
14679,6,54,17,0,0
14689,6,54,17,0,0
14699,6,54,17,0,0
14709,6,54,17,0,0
14719,6,54,17,0,0
14729,6,54,17,0,0
14739,6,54,17,0,0
14749,6,54,17,0,0
14759,6,54,17,0,0
14769,6,54,17,0,0
14779,6,54,17,0,0
14789,6,54,17,0,0
14799,6,54,17,0,0
14809,6,54,17,0,0
14819,6,54,17,0,0
14829,6,54,17,0,0
14839,6,54,17,0,0
14849,6,54,17,0,0
14859,6,54,17,0,0
14869,6,54,17,0,0
14879,6,54,17,0,0
14889,6,54,17,0,0
14899,6,54,17,0,0
14909,6,54,17,0,0
14919,6,54,17,0,0
14929,6,54,17,0,0
14939,6,54,17,0,0
14949,6,54,17,0,0
14959,6,54,17,0,0
14969,6,54,17,0,0
14979,6,54,17,0,0
14989,6,54,17,0,0
14999,6,54,17,0,0
15009,6,54,17,0,0
15019,6,54,17,0,0
15029,6,54,17,0,0
15039,6,54,17,0,0
15049,6,54,17,0,0
15059,6,54,17,0,0
15069,6,54,17,0,0
15079,6,54,17,0,0
15089,6,54,17,0,0
15099,6,54,17,0,0
15109,6,54,17,0,0
15119,6,54,17,0,0
15129,6,54,17,0,0
15139,6,54,17,0,0
15149,6,54,17,0,0
15159,6,54,17,0,0
15169,6,54,17,0,0
15179,6,54,17,0,0
15189,6,54,17,0,0
15199,6,54,17,0,0
15209,6,54,17,0,0
15219,6,54,17,0,0
15229,6,54,17,0,0
15239,6,54,17,0,0
15249,6,54,17,0,0
15259,6,54,17,0,0
15269,6,54,17,0,0
15279,6,54,17,0,0
15289,6,54,17,0,0
15299,6,54,17,0,0
15309,6,54,17,0,0
15319,6,54,17,0,0
15329,6,54,17,0,0
15339,6,54,17,0,0
15349,6,54,17,0,0
15359,6,54,17,0,0
15369,6,54,17,0,0
15379,6,54,17,0,0
15389,6,54,17,0,0
15399,6,54,17,0,0
15409,6,54,17,0,0
15419,6,54,17,0,0
15429,6,54,17,0,0
15439,6,54,17,0,0
15449,6,54,17,0,0
15459,6,54,17,0,0
15469,6,54,17,0,0
15479,6,54,17,0,0
15489,6,54,17,0,0
15499,6,54,17,0,0
15509,6,54,17,0,0
15519,6,54,17,0,0
15529,6,54,17,0,0
15539,6,54,17,0,0
15549,6,54,17,0,0
15559,6,54,17,0,0
15569,6,54,17,0,0
15579,6,54,17,0,0
15589,6,54,17,0,0
15599,6,54,17,0,0
15609,6,54,17,0,0
15619,6,54,17,0,0
15629,6,54,17,0,0
15639,6,54,17,0,0
15649,6,54,17,0,0
15659,6,54,17,0,0
15669,6,54,17,0,0
15679,6,54,17,0,0
15689,6,54,17,0,0
15699,6,54,17,0,0
15709,6,54,17,0,0
15719,6,54,17,0,0
15729,6,54,17,0,0
15739,6,54,17,0,0
15749,6,54,17,0,0
15759,6,54,17,0,0
15769,6,54,17,0,0
15779,6,54,17,0,0
15789,6,54,17,0,0
15799,6,54,17,0,0
15809,6,54,17,0,0
15819,6,54,17,0,0
15829,6,54,17,0,0
15839,6,54,17,0,0
15849,6,54,17,0,0
15859,6,54,17,0,0
15869,6,54,17,0,0
15879,6,54,17,0,0
15889,6,54,17,0,0
15899,6,54,17,0,0
15909,6,54,17,0,0
15919,6,54,17,0,0
15929,6,54,17,0,0
15939,6,54,17,0,0
15949,6,54,17,0,0
15959,6,54,17,0,0
15969,6,54,17,0,0
15979,6,54,17,0,0
15989,6,54,17,0,0
15999,6,54,17,0,0
16009,6,54,17,0,0
16019,6,54,17,0,0
16029,6,54,17,0,0
16039,6,54,17,0,0
16049,6,54,17,0,0
16059,6,54,17,0,0
16069,6,54,17,0,0
16079,6,54,17,0,0
16089,6,54,18,0,0
16099,6,54,18,0,0
16109,6,54,18,0,0
16119,6,54,17,0,0
16129,6,54,18,0,0
16139,6,54,18,0,0
16149,6,54,18,0,0
16159,6,54,18,0,0
16169,6,54,18,0,0
16179,6,54,18,0,0
16189,6,54,18,0,0
16199,6,54,18,0,0
16209,6,54,18,0,0
16219,6,54,18,0,0
16229,6,54,18,0,0
16239,6,54,18,0,0
16249,6,54,18,0,0
16259,6,54,18,0,0
16269,6,54,18,0,0
16279,6,54,18,0,0
16289,6,54,18,0,0
16299,6,54,18,0,0
16309,6,54,18,0,0
16319,6,54,18,0,0
16329,6,54,18,0,0
16339,6,54,18,0,0
16349,6,54,18,0,0
16359,6,54,18,0,0
16369,6,54,18,0,0
16379,6,54,18,0,0
16389,6,54,18,0,0
16399,6,54,18,0,0
16409,6,54,18,0,0
16419,6,54,18,0,0
16429,6,54,18,0,0
16439,6,54,18,0,0
16449,6,54,18,0,0
16459,6,54,18,0,0
16469,6,54,18,0,0
16479,6,54,18,0,0
16489,6,54,18,0,0
16499,6,54,18,0,0
16509,6,54,18,0,0
16519,6,54,18,0,0
16529,6,54,18,0,0
16539,6,54,18,0,0
16549,6,54,18,0,0
16559,6,54,18,0,0
16569,6,54,18,0,0
16579,6,54,18,0,0
16589,6,54,18,0,0
16599,6,54,18,0,0
16609,6,54,18,0,0
16619,6,54,18,0,0
16629,6,54,18,0,0
16639,6,54,18,0,0
16649,6,54,18,0,0
16659,6,54,18,0,0
16669,6,54,18,0,0
16679,6,54,18,0,0
16689,6,54,18,0,0
16699,6,54,18,0,0
16709,6,54,18,0,0
16719,6,54,18,0,0
16729,6,54,18,0,0
16739,6,54,18,0,0
16749,6,54,18,0,0
16759,6,54,18,0,0
16769,6,54,18,0,0
16779,6,54,18,0,0
16789,6,54,18,0,0
16799,6,54,18,0,0
16809,6,54,18,0,0
16819,6,54,18,0,0
16829,6,54,18,0,0
16839,6,54,18,0,0
16849,6,54,18,0,0
16859,6,54,18,0,0
16869,6,54,18,0,0
16879,6,54,18,0,0
16889,6,54,18,0,0
16899,6,54,18,0,0
16909,6,54,18,0,0
16919,6,54,18,0,0
16929,6,54,18,0,0
16939,6,54,18,0,0
16949,6,54,18,0,0
16959,6,54,18,0,0
16969,6,54,18,0,0
16979,6,54,18,0,0
16989,6,54,18,0,0
16999,6,54,18,0,0
17009,6,54,18,0,0
17019,6,54,18,0,0
17029,6,54,18,0,0
17039,6,54,18,0,0
17049,6,54,18,0,0
17059,6,54,18,0,0
17069,6,54,18,0,0
17079,6,54,18,0,0
17089,6,54,18,0,0
17099,6,54,18,0,0
17109,6,54,18,0,0
17119,6,54,18,0,0
17129,6,54,18,0,0
17139,6,54,18,0,0
17149,6,54,18,0,0
17159,6,54,18,0,0
17169,6,54,18,0,0
17179,6,54,18,0,0
17189,6,54,18,0,0
17199,6,54,18,0,0
17209,6,54,18,0,0
17219,6,54,18,0,0
17229,6,54,18,0,0
17239,6,54,18,0,0
17249,6,54,18,0,0
17259,6,54,18,0,0
17269,6,54,18,0,0
17279,6,54,18,0,0
17289,6,54,18,0,0
17299,6,54,18,0,0
17309,6,54,18,0,0
17319,6,54,18,0,0
17329,6,54,18,0,0
17339,6,54,18,0,0
17349,6,54,18,0,0
17359,6,54,18,0,0
17369,6,54,18,0,0
17379,6,54,18,0,0
17389,6,54,18,0,0
17399,6,54,18,0,0
17409,6,54,18,0,0
17419,6,54,18,0,0
17429,6,54,18,0,0
17439,6,54,18,0,0
17449,6,54,18,0,0
17459,6,54,18,0,0
17469,6,54,18,0,0
17479,6,54,18,0,0
17489,6,54,18,0,0
17499,6,54,18,0,0
17509,6,54,18,0,0
17519,6,54,18,0,0
17529,6,54,18,0,0
17539,6,54,18,0,0
17549,6,54,18,0,0
17559,6,54,18,0,0
17569,6,54,18,0,0
17579,6,54,18,0,0
17589,6,54,18,0,0
17599,6,54,18,0,0
17609,6,54,18,0,0
17619,6,54,18,0,0
17629,6,54,18,0,0
17639,6,54,18,0,0
17649,6,54,18,0,0
17659,6,54,18,0,0
17669,6,54,18,0,0
17679,6,54,18,0,0
17689,6,54,18,0,0
17699,6,54,18,0,0
17709,6,54,18,0,0
17719,6,54,18,0,0
17729,6,54,18,0,0
17739,6,54,18,0,0
17749,6,54,18,0,0
17759,6,54,18,0,0
17769,6,54,18,0,0
17779,6,54,18,0,0
17789,6,54,18,0,0
17799,6,54,18,0,0
17809,6,54,18,0,0
17819,6,54,18,0,0
17829,6,54,18,0,0
17839,6,54,18,0,0
17849,6,54,18,0,0
17859,6,54,18,0,0
17869,6,54,18,0,0
17879,6,54,18,0,0
17889,6,54,18,0,0
17899,6,54,18,0,0
17909,6,54,18,0,0
17919,6,54,18,0,0
17929,6,54,18,0,0
17939,6,54,18,0,0
17949,6,54,18,0,0
17959,6,54,18,0,0
17969,6,54,18,0,0
17979,6,54,18,0,0
17989,6,54,18,0,0
17999,6,54,18,0,0
18009,6,54,18,0,0
18019,6,54,18,0,0
18029,6,54,18,0,0
18039,6,54,18,0,0
18049,6,54,18,0,0
18059,6,54,18,0,0
18069,6,54,18,0,0
18079,6,54,18,0,0
18089,6,54,18,0,0
18099,6,54,18,0,0
18109,6,54,18,0,0
18119,6,54,18,0,0
18129,6,54,18,0,0
18139,6,54,18,0,0
18149,6,54,18,0,0
18159,6,54,18,0,0
18169,6,54,18,0,0
18179,6,54,18,0,0
18189,6,54,18,0,0
18199,6,54,18,0,0
18209,6,54,18,0,0
18219,6,54,18,0,0
18229,6,54,18,0,0
18239,6,54,18,0,0
18249,6,54,18,0,0
18259,6,54,18,0,0
18269,6,54,18,0,0
18279,6,54,18,0,0
18289,6,54,18,0,0
18299,6,54,18,0,0
18309,6,54,18,0,0
18319,6,54,18,0,0
18329,6,54,18,0,0
18339,6,54,18,0,0
18349,6,54,18,0,0
18359,6,54,18,0,0
18369,6,54,18,0,0
18379,6,54,18,0,0
18389,6,54,18,0,0
18399,6,54,18,0,0
18409,6,54,18,0,0
18419,6,54,18,0,0
18429,6,54,18,0,0
18439,6,54,18,0,0
18449,6,54,18,0,0
18459,6,54,18,0,0
18469,6,54,18,0,0
18479,6,54,18,0,0
18489,6,54,18,0,0
18499,6,54,18,0,0
18509,6,54,18,0,0
18519,6,54,18,0,0
18529,6,54,18,0,0
18539,6,54,18,0,0
18549,6,54,18,0,0
18559,6,54,18,0,0
18569,6,54,18,0,0
18579,6,54,18,0,0
18589,6,54,18,0,0
18599,6,54,18,0,0
18609,6,54,18,0,0
18619,6,54,18,0,0
18629,6,54,18,0,0
18639,6,54,18,0,0
18649,6,54,18,0,0
18659,6,54,18,0,0
18669,6,54,18,0,0
18679,6,54,18,0,0
18689,6,54,18,0,0
18699,6,54,18,0,0
18709,6,54,18,0,0
18719,6,54,18,0,0
18729,6,54,18,0,0
18739,6,54,18,0,0
18749,6,54,18,0,0
18759,6,54,18,0,0
18769,6,54,18,0,0
18779,6,54,18,0,0
18789,6,54,18,0,0
18799,6,54,18,0,0
18809,6,54,18,0,0
18819,6,54,18,0,0
18829,6,54,18,0,0
18839,6,54,18,0,0
18849,6,54,18,0,0
18859,6,54,18,0,0
18869,6,54,18,0,0
18879,6,54,18,0,0
18889,6,54,18,0,0
18899,6,54,18,0,0
18909,6,54,18,0,0
18919,6,54,18,0,0
18929,6,54,18,0,0
18939,6,54,18,0,0
18949,6,54,18,0,0
18959,6,54,18,0,0
18969,6,54,18,0,0
18979,6,54,18,0,0
18989,6,54,18,0,0
18999,6,54,18,0,0
19009,6,54,18,0,0
19019,6,54,18,0,0
19029,6,54,18,0,0
19039,6,54,18,0,0
19049,6,54,18,0,0
19059,6,54,18,0,0
19069,6,54,18,0,0
19079,6,54,18,0,0
19089,6,54,18,0,0
19099,6,54,18,0,0
19109,6,54,18,0,0
19119,6,54,18,0,0
19129,6,54,18,0,0
19139,6,54,18,0,0
19149,6,54,18,0,0
19159,6,54,18,0,0
19169,6,54,18,0,0
19179,6,54,18,0,0
19189,6,54,18,0,0
19199,6,54,18,0,0
19209,6,54,18,0,0
19219,6,54,18,0,0
19229,6,54,18,0,0
19239,6,54,18,0,0
19249,6,54,18,0,0
19259,6,54,18,0,0
19269,6,54,18,0,0
19279,6,54,18,0,0
19289,6,54,18,0,0
19299,6,54,18,0,0
19309,6,54,18,0,0
19319,6,54,18,0,0
19329,6,54,18,0,0
19339,6,54,18,0,0
19349,6,54,18,0,0
19359,6,54,18,0,0
19369,6,54,18,0,0
19379,6,54,18,0,0
19389,6,54,18,0,0
19399,6,54,18,0,0
19409,6,54,18,0,0
19419,6,54,18,0,0
19429,6,54,18,0,0
19439,6,54,18,0,0
19449,6,54,18,0,0
19459,6,54,18,0,0
19469,6,54,18,0,0
19479,6,54,18,0,0
19489,6,54,18,0,0
19499,6,54,18,0,0
19509,6,54,18,0,0
19519,6,54,18,0,0
19529,6,54,18,0,0
19539,6,54,18,0,0
19549,6,54,18,0,0
19559,6,54,18,0,0
19569,6,54,18,0,0
19579,6,54,18,0,0
19589,6,54,18,0,0
19599,6,54,18,0,0
19609,6,54,18,0,0
19619,6,54,18,0,0
19629,6,54,18,0,0
19639,6,54,18,0,0
19649,6,54,18,0,0
19659,6,54,18,0,0
19669,6,54,18,0,0
19679,6,54,18,0,0
19689,6,54,18,0,0
19699,6,54,18,0,0
19709,6,54,18,0,0
19719,6,54,18,0,0
19729,6,54,18,0,0
19739,6,54,18,0,0
19749,6,54,18,0,0
19759,6,54,18,0,0
19769,6,54,18,0,0
19779,6,54,18,0,0
19789,6,54,18,0,0
19799,6,54,18,0,0
19809,6,54,18,0,0
19819,6,54,18,0,0
19829,6,54,18,0,0
19839,6,54,18,0,0
19849,6,54,18,0,0
19859,6,54,18,0,0
19869,6,54,18,0,0
19879,6,54,18,0,0
19889,6,54,18,0,0
19899,6,54,18,0,0
19909,6,54,18,0,0
19919,6,54,18,0,0
19929,6,54,18,0,0
19939,6,54,18,0,0
19949,6,54,18,0,0
19959,6,54,18,0,0
19969,6,54,18,0,0
19979,6,54,18,0,0
19989,6,54,18,0,0
19999,6,54,18,0,0
20009,6,54,18,0,0
20019,6,54,18,0,0
20029,6,54,18,0,0
20039,6,54,18,0,0
20049,6,54,18,0,0
20059,6,54,18,0,0
20069,6,54,18,0,0
20079,6,54,18,0,0
20089,6,54,18,0,0
20099,6,54,18,0,0
20109,6,54,18,0,0
20119,6,54,18,0,0
20129,6,54,18,0,0
20139,6,54,18,0,0
20149,6,54,18,0,0
20159,6,54,18,0,0
20169,6,54,18,0,0
20179,6,54,18,0,0
20189,6,54,18,0,0
20199,6,54,18,0,0
20209,6,54,18,0,0
20219,6,54,18,0,0
20229,6,54,18,0,0
20239,6,54,18,0,0
20249,6,54,18,0,0
20259,6,54,18,0,0
20269,6,54,18,0,0
20279,6,54,18,0,0
20289,6,54,18,0,0
20299,6,54,18,0,0
20309,6,54,18,0,0
20319,6,54,18,0,0
20329,6,54,18,0,0
20339,6,54,18,0,0
20349,6,54,18,0,0
20359,6,54,18,0,0
20369,6,54,18,0,0
20379,6,54,18,0,0
20389,6,54,18,0,0
20399,6,54,18,0,0
20409,6,54,18,0,0
20419,6,54,18,0,0
20429,6,54,18,0,0
20439,6,54,18,0,0
20449,6,54,18,0,0
20459,6,54,18,0,0
20469,6,54,18,0,0
20479,6,54,18,0,0
20489,6,54,18,0,0
20499,6,54,18,0,0
20509,6,54,18,0,0
20519,6,54,18,0,0
20529,6,54,18,0,0
20539,6,54,18,0,0
20549,6,54,18,0,0
20559,6,54,18,0,0
20569,6,54,18,0,0
20579,6,54,18,0,0
20589,6,54,18,0,0
20599,6,54,18,0,0
20609,6,54,18,0,0
20619,6,54,18,0,0
20629,6,54,18,0,0
20639,6,54,18,0,0
20649,6,54,18,0,0
20659,6,54,18,0,0
20669,6,54,18,0,0
20679,6,54,18,0,0
20689,6,54,18,0,0
20699,6,54,18,0,0
20709,6,54,18,0,0
20719,6,54,18,0,0
20729,6,54,18,0,0
20739,6,54,18,0,0
20749,6,54,18,0,0
20759,6,54,18,0,0
20769,6,54,18,0,0
20779,6,54,18,0,0
20789,6,54,18,0,0
20799,6,54,18,0,0
20809,6,54,18,0,0
20819,6,54,18,0,0
20829,6,54,18,0,0
20839,6,54,18,0,0
20849,6,54,18,0,0
20859,6,54,18,0,0
20869,6,54,18,0,0
20879,6,54,18,0,0
20889,6,54,18,0,0
20899,6,54,18,0,0
20909,6,54,18,0,0
20919,6,54,18,0,0
20929,6,54,18,0,0
20939,6,54,18,0,0
20949,6,54,18,0,0
20959,6,54,18,0,0
20969,6,54,18,0,0
20979,6,54,18,0,0
20989,6,54,18,0,0
20999,6,54,18,0,0
21009,6,54,18,0,0
21019,6,54,18,0,0
21029,6,54,18,0,0
21039,6,54,18,0,0
21049,6,54,18,0,0
21059,6,54,18,0,0
21069,6,54,18,0,0
21079,6,54,18,0,0
21089,6,54,18,0,0
21099,6,54,18,0,0
21109,6,54,18,0,0
21119,6,54,18,0,0
21129,6,54,18,0,0
21139,6,54,18,0,0
21149,6,54,18,0,0
21159,6,54,18,0,0
21169,6,54,18,0,0
21179,6,54,18,0,0
21189,6,54,18,0,0
21199,6,54,18,0,0
21209,6,54,18,0,0
21219,6,54,18,0,0
21229,6,54,18,0,0
21239,6,54,18,0,0
21249,6,54,18,0,0
21259,6,54,18,0,0
21269,6,54,18,0,0
21279,6,54,18,0,0
21289,6,54,18,0,0
21299,6,54,18,0,0
21309,6,54,18,0,0
21319,6,54,18,0,0
21329,6,54,18,0,0
21339,6,54,18,0,0
21349,6,54,18,0,0
21359,6,54,18,0,0
21369,6,54,18,0,0
21379,6,54,18,0,0
21389,6,54,18,0,0
21399,6,54,18,0,0
21409,6,54,18,0,0
21419,6,54,18,0,0
21429,6,54,18,0,0
21439,6,54,18,0,0
21449,6,54,18,0,0
21459,6,54,18,0,0
21469,6,54,18,0,0
21479,6,54,18,0,0
21489,6,54,18,0,0
21499,6,54,18,0,0
