1443999930,42,53,38,0,0
1443999940,43,53,37,0,0
1443999950,43,53,37,0,0
1443999960,44,53,37,0,0
1443999970,45,53,37,0,0
1443999980,46,53,37,0,0
1443999990,47,53,37,0,0
1444000000,47,53,37,0,0
1444000010,48,53,37,0,0
1444000020,49,53,37,2,0
1444000030,52,53,37,2,0
1444000040,54,53,37,2,0
1444000050,54,53,37,2,0
1444000060,51,53,38,2,0
1444000070,48,53,37,2,0
1444000080,46,53,37,2,0
1444000090,44,53,37,2,0
1444000100,43,53,37,0,0
1444000110,42,53,38,0,0
1444000120,42,53,38,0,0
1444000130,42,53,38,0,0
1444000140,43,53,38,0,0
1444000150,44,53,38,0,0
1444000160,44,53,38,0,0
1444000170,45,53,38,0,0
1444000180,46,53,38,0,0
1444000190,47,53,38,0,0
1444000200,48,53,38,0,0
1444000210,49,53,38,0,0
1444000220,49,53,38,0,0
1444000230,51,53,38,2,0
1444000240,53,53,38,2,0
1444000250,56,53,38,2,0
1444000260,54,53,38,2,0
1444000270,52,53,38,2,0
1444000280,49,53,38,2,0
1444000290,47,53,38,2,0
1444000300,45,53,38,2,0
1444000310,44,53,38,0,0
1444000320,43,53,38,0,0
1444000330,43,53,38,0,0
1444000340,43,53,39,0,0
1444000350,44,53,38,0,0
1444000360,45,53,38,0,0
1444000370,45,53,38,0,0
1444000380,46,53,38,0,0
1444000390,47,53,38,0,0
1444000400,48,53,38,0,0
1444000410,49,53,38,0,0
1444000420,50,53,38,2,0
1444000430,51,53,38,2,0
1444000440,54,53,38,2,0
1444000450,55,53,38,2,0
1444000460,54,53,38,2,0
1444000470,51,53,38,2,0
1444000480,48,53,38,2,0
1444000490,46,53,38,2,0
1444000500,45,53,38,2,0
1444000510,44,53,38,0,0
1444000520,43,53,39,0,0
1444000530,43,53,39,0,0
1444000540,44,53,39,0,0
1444000550,44,53,39,0,0
1444000560,45,53,39,0,0
1444000570,46,53,39,0,0
1444000580,47,53,39,0,0
1444000590,47,53,39,0,0
1444000600,48,53,39,0,0
1444000610,49,53,39,0,0
1444000620,50,53,39,0,0
1444000630,51,53,39,2,0
1444000640,53,53,39,2,0
1444000650,56,53,39,2,0
1444000660,57,53,39,2,0
1444000670,54,53,39,2,0
1444000680,51,53,39,2,0
1444000690,49,53,39,2,0
1444000700,47,53,39,2,0
1444000710,46,53,39,0,0
1444000720,45,53,39,0,0
1444000730,44,53,39,0,0
1444000740,44,53,40,0,0
1444000750,45,53,40,0,0
1444000760,45,53,39,0,0
1444000770,46,53,39,0,0
1444000780,47,53,39,0,0
1444000790,48,53,39,0,0
1444000800,49,53,39,0,0
1444000810,49,53,39,0,0
1444000820,50,53,39,0,0
1444000830,51,53,39,2,0
1444000840,54,53,39,2,0
1444000850,56,53,39,2,0
1444000860,56,53,39,2,0
1444000870,53,53,40,2,0
1444000880,51,53,39,2,0
1444000890,48,53,39,2,0
1444000900,47,53,39,2,0
1444000910,45,53,39,0,0
1444000920,45,53,40,0,0
1444000930,44,53,40,0,0
1444000940,45,53,40,0,0
1444000950,45,53,40,0,0
1444000960,46,53,40,0,0
1444000970,47,53,40,0,0
1444000980,47,53,40,0,0
1444000990,48,53,40,0,0
1444001000,49,53,40,0,0
1444001010,50,53,40,0,0
1444001020,51,53,40,0,0
1444001030,51,53,40,2,0
1444001040,53,53,40,2,0
1444001050,56,53,40,2,0
1444001060,58,53,40,2,0
1444001070,56,53,40,2,0
1444001080,53,53,40,2,0
1444001090,50,53,40,2,0
1444001100,48,53,40,2,0
1444001110,47,53,40,2,0
1444001120,46,53,40,0,0
1444001130,45,53,40,0,0
1444001140,45,53,40,0,0
1444001150,45,53,40,0,0
1444001160,46,53,40,0,0
1444001170,47,53,40,0,0
1444001180,48,53,40,0,0
1444001190,48,53,40,0,0
1444001200,49,53,40,0,0
1444001210,50,53,40,0,0
1444001220,51,53,40,0,0
1444001230,52,53,40,2,0
1444001240,54,53,40,2,0
1444001250,57,53,40,2,0
1444001260,57,53,40,2,0
1444001270,55,53,41,2,0
1444001280,52,53,40,2,0
1444001290,50,53,40,2,0
1444001300,48,53,40,2,0
1444001310,47,53,40,2,0
1444001320,46,53,41,0,0
1444001330,45,53,41,0,0
1444001340,45,53,41,0,0
1444001350,46,53,41,0,0
1444001360,47,53,41,0,0
1444001370,47,53,41,0,0
1444001380,48,53,41,0,0
1444001410,51,53,41,0,0
1444001420,52,53,41,0,0
